file_id,tipo,forma,año,autor/a,tema,keywords,path_original,Crecimiento Balanceado,Crecimiento Endógeno,Crecimiento de Largo Plazo,Convergencia Absoluta,Convergencia Condicional,Desarrollo Económico,Modelo AK,Modelo de Ramsey,Modelo de Solow-Swan,Modelo de Uzawa-Lucas,Acelerador Flexible,Ajuste Abultado (Lumpy Adjustment),Capital Físico,Capital Humano,Costo de Usuario del Capital,Costos de Ajuste (Convexos / No Convexos),Costos Fijos de Ajuste,Inversión,Irreversibilidad Parcial,Modelo de Calvo,Modelo Neoclásico de Inversión,Modelos Ss,Stock de Capital,Teoría de la q de Tobin,Teoría del Acelerador,Ahorro por Precaución,CAPM-Consumo,Consumidores Hand-to-Mouth,Consumo,Descuento Hiperbólico (Present Bias),Equivalencia Ricardiana,Hipótesis del Ingreso Permanente (PIH),Propensión Marginal a Consumir,Puzzle del Riesgo Accionario,Restricciones de Liquidez,Suavizamiento del Consumo,Tasa de Ahorro,Teoría del Ciclo de Vida (LCT),Condición de No Flojeo (NSC),Curva de Beveridge,Desempleo Involuntario,Estrechez del Mercado Laboral,Función de Pareo (Matching),Modelo de Mortensen-Pissarides (DMP),Modelo de Shapiro-Stiglitz,Monitoreo Imperfecto,Salarios de Eficiencia,Vacantes,Bienes Intermedios (Variedad de Productos),Destrucción Creativa,Difusión Tecnológica,Economía de las Ideas,I+D (Investigación y Desarrollo),Innovación,Modelo de Romer (1990),Modelos Schumpeterianos,Patentes,Productividad Total de los Factores (PTF),Progreso Tecnológico,Spillovers de Conocimiento,Tecnología (Harrod/Hicks Neutral),Acelerador Financiero,Asimetrías de Información,Bienes Públicos Productivos,Capacidad del Estado,Colateral,Contrato de Deuda,Fricciones Financieras,Flujo de Caja,Gasto Público,Impuestos (Corporativos / Suma Alzada),Instituciones,Poder de Mercado / Monopolio,Racionamiento del Crédito,Riesgo Moral,Selección Adversa,Subsidios (Inversión / I+D),Suavizamiento de Impuestos (Tax Smoothing),Teorema de Modigliani-Miller,Verificación de Estado Costosa,Camino Aleatorio (Random Walk),Condición de Transversalidad,Condiciones de Inada,Diagramas de Fase,Ecuación de Bellman,Ecuación de Euler,Equilibrio (Competitivo / Descentralizado),Equilibrio Centralizado (Planificador Social),Estado Estacionario,Expectativas Racionales,Filtro Hodrick-Prescott (HP),Función de Impulso-Respuesta (IRF),Operador de Rezago,Procesos ARIMA,Series de Tiempo,Volatilidad
47,Practico,guia,2012,Eduardo Engel,"['Equivalencia Ricardiana', 'Suavizamiento del Consumo', 'Restricciones de Liquidez']","['Equivalencia Ricardiana', 'Restricciones de liquidez', 'Suavizamiento del consumo', 'I(1)', 'Ecuación de Euler', 'Modelo AK', 'Modelo de Ramsey', 'Modelo de Solow-Swan', 'Series de tiempo', 'Expectativas racionales', 'Ahorro', 'Consumo', 'Inversión', 'Capital Humano', 'Capital Físico', 'Progreso Tecnológico', 'Crecimiento de Largo Plazo', 'Crecimiento endógeno', 'Modelos Ss', 'Estado Estacionario', 'Equilibrio', 'Ecuación de Bellman']",./data/macroeconomia/consumo/2015-06-142015180630_guia_II_2_2015_06_14.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Practico,examen,2012,Eduardo Engel,"['Equivalencia Ricardiana', 'Ahorro por Precaución', 'Suavizamiento del Consumo']","['Equivalencia Ricardiana', 'Ahorro por Precaución', 'Suavizamiento del Consumo', 'Consumidores Hand-to-Mouth', 'Puzzle del Riesgo Accionario', 'Ecuación de Euler (Consumo)']",./data/macroeconomia/consumo/2015-07-132015837630_examen_2015_07_06_solucion_v2_final.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Teoria,guia,2014,Eduardo Engel,"['Descuento Hiperbólico (Present Bias)', 'Suavizamiento del Consumo']","['Descuento Hiperbólico (Present Bias)', 'Suavizamiento del Consumo', 'Ahorro por precaución', 'Equivalencia Ricardiana', 'Camino aleatorio (Random Walk)', 'Puzzle del Riesgo Accionario']",./data/macroeconomia/consumo/2015-06-2120152044630_guia_II_3_2015_06_21.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Practico,guia,2014,Eduardo Engel,"['Equivalencia Ricardiana', 'Ahorro por Precaución', 'Restricciones de Liquidez', 'Suavizamiento del Consumo', 'Puzzle del Riesgo Accionario', 'Descuento Hiperbólico (Present Bias)', 'Propensión Marginal a Consumir']","['Equivalencia Cierta', 'Ahorro por precaución', 'Restricciones al crédito', 'Puzzle del premio por riesgo accionario', 'Consumidores hiperbólicos', 'Suavizamiento de los impuestos de Barro', 'Modelo de equivalencia cierta', 'Suavizamiento excesivo del consumo', 'Ecuación de Euler', 'Restricciones de crédito', 'Ecuación de Euler', 'Condición de No-Ponzi']",./data/macroeconomia/consumo/2014-05-2820141054630_guia_5_2014.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Practico,guia,2013,Eduardo Engel,"['Modelo de Ramsey', 'Ahorro por Precaución', 'Suavizamiento del Consumo', 'Expectativas Racionales', 'Ecuación de Euler', 'Equivalencia Ricardiana', 'Series de Tiempo', 'Procesos ARIMA', 'Función de Impulso-Respuesta (IRF)']","['Ecuación de Euler (Consumo)', 'Expectativas racionales', 'Ahorro por precaución', 'Suavizamiento del consumo', 'Modelo de Ramsey', 'Equivalencia cierta', 'Procesos ARIMA', 'Función de Impulso-Respuesta (IRF)', 'AR(1)', 'Camino aleatorio (Random Walk)', 'CARA (θ)', 'Series de tiempo']",./data/macroeconomia/consumo/2014-05-0820142350630_guia_4_2014.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
52,Practico,examen,2012,Eduardo Engel,"['Equivalencia Ricardiana', 'Suavizamiento del Consumo', 'Puzzle del Riesgo Accionario', 'Descuento Hiperbólico (Present Bias)']","['Equivalencia Ricardiana', 'Suavizamiento de impuestos (Tax Smoothing)', 'Puzzle del riesgo accionario', 'Descuento Hiperbólico (Present Bias)', 'Suavizamiento del consumo', 'Ahorro por precaución', 'camino aleatorio (Random Walk)', 'Modelo de Ramsey']",./data/macroeconomia/consumo/2013-05-262013230Pauta_Control_4_2012_06_05.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Practico,control,2013,Eduardo Engel,"['Suavizamiento del Consumo', 'Restricciones de Liquidez', 'Descuento Hiperbólico (Present Bias)', 'Equivalencia Ricardiana']","['Ahorro por precaución', 'Descuento Hiperbólico (Present Bias)', 'Equivalencia Ricardiana', 'Camino aleatorio (Random Walk)', 'Restricciones de Liquidez', 'Suavizamiento del Consumo']",./data/macroeconomia/consumo/2013-05-262013230macro_I_control_4_2012_06_06.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Practico,guia,2015,Eduardo Engel,"['Modelo de q de Tobin', 'Costos de Ajuste (Convexos / No Convexos)', 'Costos cuadráticos de ajuste', 'Stock de Capital', 'Inversión', 'Estado Estacionario', 'Diagramas de Fase']","['Teoría neoclásica de inversión', 'Teoría q de inversión', 'Flujo de caja', 'Modelo de q de Tobin', 'Depreciación', 'Método Hamiltoniano', 'Costos de ajuste', 'Estado estacionario', 'Diagrama de fase', 'Subsidio a la inversión']",./data/macroeconomia/consumo/2014-07-1620141144630_guia_5_2014_pauta.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Practico,examen,2013,Eduardo Engel,[],"['Modelo de Calvo', 'NKPC', 'Curva de Phillips', 'Shocks', 'Expectativas racionales', 'Equilibrio', 'Incertidumbre']",./data/macroeconomia/consumo/2014-06-0520141134macro_I_control_2_pauta.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Practico,guia,2014,Eduardo Engel,['Equivalencia Ricardiana'],"['Modelo de Calvo', 'Camino aleatorio (Random Walk)', 'AR(1)', 'ARIMA(2,1,1)', 'Costos de ajuste']",./data/macroeconomia/consumo/2013-05-1020131742630_guia_4_2013.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Practico,control,2021,Luis Felipe Céspedes,"['Crecimiento Endógeno', 'Modelo de Solow-Swan', 'Inversión', 'Stock de Capital', 'Consumo', 'Progreso Tecnológico', 'Desarrollo Económico']","['Modelo de Solow-Swan', 'Crecimiento endógeno', 'Modelo AK', 'Estado estacionario', 'Función de producción Cobb-Douglas', 'Función de producción Leontief', 'Condición de transversalidad', 'Equilibrio competitivo descentralizado', 'Shocks', 'Capital', 'Consumo', 'Inversión', 'Ecuación de Euler', 'Ahorro', 'Tasa de ahorro', 'Política fiscal', 'Progreso tecnológico']",./data/macroeconomia/consumo/2013-05-2620132259macro_I_control_5_2012_07_05_final.pdf,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Teoria,guia,2021,Luis Felipe Céspedes,"['Modelo de Solow-Swan', 'Modelo de Ramsey']","['Modelo de Solow-Swan', 'Modelo de Ramsey', 'Ecuación de Euler', 'Condición de transversalidad', 'Esquemas Ponzi']",./data/macroeconomia/consumo/2013-05-2220131224pauta_guia_5.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Teoria,guia,2021,Luis Felipe Céspedes,"['Modelo de Ramsey', 'Crecimiento balanceado']","['Modelo de Ramsey', 'Crecimiento balanceado', 'Condiciones de Inada', 'Condición de transversalidad', 'Diagramas de fase', 'Equilibrio competitivo', 'Equilibrio Centralizado (Planificador Social)', 'Función de producción', 'Capital', 'Consumo', 'Impuestos', 'Ecuación de Euler', 'Función de utilidad']",./data/macroeconomia/consumo/2015-05-29201574630_guia_II_1_2015_05_29.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Teoria,examen,2021,Luis Felipe Céspedes,"['Modelo AK', 'Modelo de Ramsey', 'Modelo de Solow-Swan', 'Capital Físico', 'Capital Humano', 'Crecimiento de Largo Plazo', 'Estado Estacionario', 'Equilibrio (Competitivo / Descentralizado)', 'Equilibrio Centralizado (Planificador Social)', 'Inversión', 'Stock de Capital', 'Consumo', 'Tasa de Ahorro', 'Progreso Tecnológico']","['Modelo de Solow-Swan con progreso tecnológico', 'Modelo de Solow-Swan con función de producción Cobb-Douglas', 'Estado estacionario', 'Equilibrio (Competitivo / Descentralizado)', 'Equilibrio Centralizado (Planificador Social)', 'Capital Físico', 'Capital Humano', 'Inversión', 'Stock de Capital', 'Consumo', 'Tasa de Ahorro', 'Progreso Tecnológico', 'Crecimiento de Largo Plazo', 'Ecuación de Euler (Consumo)', 'Modelo AK', 'Modelo de Ramsey', 'Log-linearización']",./data/macroeconomia/consumo/2013-07-0920131310macro_I_control_3_y_examen_pauta_2013_07_01 (1).pdf,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Practico,examen,2021,Luis Felipe Céspedes,"['Modelo AK', 'Modelo de Solow-Swan', 'Capital Humano', 'Capital Físico', 'Crecimiento Endógeno']","['Modelo AK', 'Modelo de Solow-Swan', 'Capital Humano', 'Capital Físico', 'Crecimiento Endógeno', 'Restricciones de liquidez', 'Restricciones de crédito']",./data/macroeconomia/consumo/2014-07-162014412pauta_macro_I_examen_2014_07_09.pdf,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Practico,examen,2021,Luis Felipe Céspedes,"['Modelo AK', 'Modelo de Ramsey', 'Capital Humano', 'Capital Físico', 'Costo de Usuario del Capital', 'Inversión', 'Stock de Capital', 'Consumo', 'Tasa de Ahorro', 'Equilibrio (Competitivo / Descentralizado)', 'Equilibrio Centralizado (Planificador Social)', 'Bienes Intermedios (Variedad de Productos)', 'Modelo de Romer (1990)', 'Innovación', 'Progreso Tecnológico', 'Estado Estacionario', 'Subsidios (Inversión / I+D)', 'Impuestos (Corporativos / Suma Alzada)']","['Modelo AK', 'Función de producción Cobb-Douglas', 'Capital humano', 'Equilibrio competitivo descentralizado', 'Planificador social', 'Ecuación de Euler', 'Bienes intermedios', 'Monopolio', 'Innovación', 'Tasa de crecimiento', 'Impuestos de suma alzada', 'Estado estacionario']",./data/macroeconomia/2021/Luis Céspedes/Enunciado_examen_2.pdf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Practico,desconocido,2021,Luis Felipe Céspedes,"['Modelo de Solow-Swan', 'Stock de Capital', 'Capital Físico', 'Gasto Público', 'Progreso Tecnológico']","['Modelo de Solow-Swan', 'Estado estacionario', 'Tasa de ahorro exógena', 'Función de producción Cobb-Douglas', 'Progreso tecnológico', 'Capital-augmenting']",./data/macroeconomia/2021/Luis Céspedes/Material de Apoyo/apuntes_ed.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Teoria,desconocido,1994,Stephen L. Parente & Edward C. Prescott,"['Desarrollo Económico', 'Modelo de Solow-Swan', 'Progreso Tecnológico', 'Capital Físico', 'Capital Humano', 'Inversión', 'Tecnología (Harrod/Hicks Neutral)']","['Modelo de Solow-Swan', 'Modelo de Solow-Swan con progreso tecnológico', 'Crecimiento de largo plazo', 'Progreso tecnológico', 'Capital físico', 'Capital humano', 'Inversión', 'Tecnología', 'Ahorro', 'Consumo', 'Expectativas racionales', 'Crecimiento endógeno', 'Modelos Schumpeterianos', 'Innovación', 'I+D (Investigación y Desarrollo)', 'Asimetrías de información', 'Ahorro por precaución', 'Teoría del ciclo de vida (LCT)', 'Teoría de la q de Tobin', 'Modelo AK', 'Condiciones de Inada', 'Equilibrio (Competitivo / Descentralizado)', 'Estado Estacionario', 'Ecuación de Euler', 'Función de producción Cobb-Douglas', 'Series de tiempo', 'Filtro Hodrick-Prescott (HP Filter)', 'Función de Impulso-Respuesta (IRF)', 'Convergencia', 'Convergencia absoluta', 'Convergencia condicional', 'Crecimiento balanceado', 'Modelo de Ramsey', 'Ecuación de Bellman', 'Condición de Transversalidad']",./data/macroeconomia/2021/Luis Céspedes/Material de Apoyo/Solution_for_the_end_Chapter_of_Dran_Ace.pdf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
